town,storey_range,floor_area_sqm,remaining_lease
90649,BUKIT PANJANG,1,104.0,66
90650,BUKIT PANJANG,2,93.0,95
90651,BUKIT PANJANG,1,93.0,95
90652,BUKIT PANJANG,0,93.0,95
90653,BUKIT PANJANG,1,104.0,67
90654,BUKIT PANJANG,2,93.0,95
90655,BUKIT PANJANG,2,93.0,95
90656,BUKIT PANJANG,1,93.0,95
90657,BUKIT PANJANG,2,93.0,95
90658,BUKIT PANJANG,2,93.0,95
90659,BUKIT PANJANG,0,93.0,94
90660,BUKIT PANJANG,0,93.0,94
90661,BUKIT PANJANG,2,93.0,94
90662,BUKIT PANJANG,1,93.0,94
90663,BUKIT PANJANG,1,93.0,94
90664,BUKIT PANJANG,1,93.0,94
90665,BUKIT PANJANG,1,93.0,94
90666,BUKIT PANJANG,0,93.0,94
90667,BUKIT PANJANG,0,93.0,94
90668,BUKIT PANJANG,0,93.0,94
90669,BUKIT PANJANG,0,93.0,94
90670,BUKIT PANJANG,1,93.0,94
90671,BUKIT PANJANG,0,104.0,66
90672,BUKIT PANJANG,2,104.0,66
90673,BUKIT PANJANG,2,93.0,94
90674,BUKIT PANJANG,0,93.0,94
90675,BUKIT PANJANG,1,93.0,94
90676,BUKIT PANJANG,1,93.0,94
90677,BUKIT PANJANG,0,93.0,94
90678,BUKIT PANJANG,0,93.0,94
90679,BUKIT PANJANG,0,93.0,94
90680,BUKIT PANJANG,1,103.0,66
90681,BUKIT PANJANG,1,93.0,94
90682,BUKIT PANJANG,2,101.0,76
90683,BUKIT PANJANG,2,100.0,76
90684,BUKIT PANJANG,2,101.0,75
90685,BUKIT PANJANG,0,108.0,66
90686,BUKIT PANJANG,2,102.0,76
90687,BUKIT PANJANG,0,103.0,66
90688,BUKIT PANJANG,0,101.0,75
90689,BUKIT PANJANG,0,104.0,66
90690,BUKIT PANJANG,2,100.0,75
90691,BUKIT PANJANG,0,101.0,75
90692,BUKIT PANJANG,2,103.0,76
90693,BUKIT PANJANG,1,92.0,76
90694,BUKIT PANJANG,1,100.0,76
90695,BUKIT PANJANG,0,103.0,76
90696,BUKIT PANJANG,0,91.0,76
90697,BUKIT PANJANG,1,92.0,76
90698,BUKIT PANJANG,1,91.0,76
90699,BUKIT PANJANG,0,101.0,76
90700,BUKIT PANJANG,2,100.0,77
90701,BUKIT PANJANG,0,103.0,76
90702,BUKIT PANJANG,1,103.0,76
90703,BUKIT PANJANG,1,100.0,77
90704,BUKIT PANJANG,2,103.0,76
90705,BUKIT PANJANG,0,102.0,77
90706,BUKIT PANJANG,2,102.0,76
90707,BUKIT PANJANG,2,102.0,76
90708,BUKIT PANJANG,2,103.0,76
90709,BUKIT PANJANG,1,103.0,75
90710,BUKIT PANJANG,1,90.0,76
90711,BUKIT PANJANG,1,93.0,75
90712,BUKIT PANJANG,0,102.0,76
90713,BUKIT PANJANG,2,92.0,76
90714,BUKIT PANJANG,1,102.0,75
90715,BUKIT PANJANG,2,103.0,76
90716,BUKIT PANJANG,0,103.0,76
90717,BUKIT PANJANG,2,102.0,75
90718,BUKIT PANJANG,0,102.0,76
90719,BUKIT PANJANG,0,90.0,81
90720,BUKIT PANJANG,2,94.0,81
90721,BUKIT PANJANG,2,91.0,81
90722,BUKIT PANJANG,1,91.0,81
90723,BUKIT PANJANG,2,91.0,81
90724,BUKIT PANJANG,2,91.0,80
90725,BUKIT PANJANG,0,101.0,75
90726,BUKIT PANJANG,2,90.0,79
90727,BUKIT PANJANG,2,101.0,75
90728,BUKIT PANJANG,2,90.0,79
90729,BUKIT PANJANG,2,90.0,79
90730,BUKIT PANJANG,0,101.0,75
90731,BUKIT PANJANG,0,103.0,65
90732,BUKIT PANJANG,0,103.0,66
90733,BUKIT PANJANG,1,103.0,65
90734,BUKIT PANJANG,1,103.0,65
90735,BUKIT PANJANG,1,84.0,65
90736,BUKIT PANJANG,1,103.0,66
90737,BUKIT PANJANG,1,103.0,66
90738,BUKIT PANJANG,0,84.0,65
90739,BUKIT PANJANG,0,84.0,65
90740,BUKIT PANJANG,1,103.0,66
90741,BUKIT PANJANG,1,103.0,66
90742,BUKIT PANJANG,0,103.0,66
90743,BUKIT PANJANG,0,103.0,66
90744,BUKIT PANJANG,1,103.0,66
90745,BUKIT PANJANG,0,84.0,64
90746,BUKIT PANJANG,0,106.0,66
90747,BUKIT PANJANG,0,103.0,66
90748,BUKIT PANJANG,0,104.0,66
90749,BUKIT PANJANG,0,103.0,66
90750,BUKIT PANJANG,0,104.0,66
90751,BUKIT PANJANG,1,104.0,66
90752,BUKIT PANJANG,1,104.0,66
90753,BUKIT PANJANG,0,101.0,76
90754,BUKIT PANJANG,1,103.0,67
90755,BUKIT PANJANG,1,84.0,66
90756,BUKIT PANJANG,0,108.0,66
90757,BUKIT PANJANG,0,104.0,66
90758,BUKIT PANJANG,0,103.0,67
90759,BUKIT PANJANG,0,106.0,66
90760,BUKIT PANJANG,0,103.0,66
90761,BUKIT PANJANG,1,103.0,66
90762,BUKIT PANJANG,0,103.0,66
90763,BUKIT PANJANG,0,84.0,65
90764,BUKIT PANJANG,0,103.0,66
90765,BUKIT PANJANG,0,103.0,66
90766,BUKIT PANJANG,1,104.0,66
90767,BUKIT PANJANG,1,84.0,66
90768,BUKIT PANJANG,0,103.0,66
90769,BUKIT PANJANG,1,91.0,81
90770,BUKIT PANJANG,2,93.0,93
90771,BUKIT PANJANG,2,92.0,93
90772,BUKIT PANJANG,2,93.0,90
90773,BUKIT PANJANG,2,92.0,94
90774,BUKIT PANJANG,0,92.0,94
90775,BUKIT PANJANG,1,93.0,93
90776,BUKIT PANJANG,0,92.0,93
90777,BUKIT PANJANG,0,92.0,94
90778,BUKIT PANJANG,2,92.0,93
90779,BUKIT PANJANG,2,92.0,93
90780,BUKIT PANJANG,1,92.0,94
90781,BUKIT PANJANG,1,92.0,92
90782,BUKIT PANJANG,0,92.0,93
90783,BUKIT PANJANG,2,92.0,93
90784,BUKIT PANJANG,2,92.0,93
90785,BUKIT PANJANG,0,93.0,93
90786,BUKIT PANJANG,1,92.0,93
90787,BUKIT PANJANG,1,92.0,93
90788,BUKIT PANJANG,1,92.0,93
90789,BUKIT PANJANG,1,92.0,92
90790,BUKIT PANJANG,2,93.0,90
90791,BUKIT PANJANG,0,93.0,92
90792,BUKIT PANJANG,2,93.0,93
90793,BUKIT PANJANG,1,92.0,93
90794,BUKIT PANJANG,1,92.0,93
90795,BUKIT PANJANG,2,92.0,93
90796,BUKIT PANJANG,0,93.0,93
90797,BUKIT PANJANG,1,90.0,80
90798,BUKIT PANJANG,1,92.0,93
90799,BUKIT PANJANG,2,92.0,93
90800,BUKIT PANJANG,0,92.0,93
90801,BUKIT PANJANG,0,92.0,93
90802,BUKIT PANJANG,1,92.0,93
90803,BUKIT PANJANG,1,90.0,80
90804,BUKIT PANJANG,1,93.0,93
90805,BUKIT PANJANG,1,90.0,80
90806,BUKIT PANJANG,1,92.0,93
90807,BUKIT PANJANG,1,93.0,90
90808,BUKIT PANJANG,1,92.0,93
90809,BUKIT PANJANG,0,93.0,92
90810,BUKIT PANJANG,2,92.0,93
90811,BUKIT PANJANG,1,93.0,93
90812,BUKIT PANJANG,1,91.0,80
90813,BUKIT PANJANG,2,92.0,93
90814,BUKIT PANJANG,0,92.0,93
90815,BUKIT PANJANG,1,91.0,80
90816,BUKIT PANJANG,2,93.0,90
90817,BUKIT PANJANG,1,92.0,93
90818,BUKIT PANJANG,1,93.0,90
90819,BUKIT PANJANG,1,92.0,93
90820,BUKIT PANJANG,1,92.0,93
90821,BUKIT PANJANG,0,93.0,93
90822,BUKIT PANJANG,0,93.0,93
90823,BUKIT PANJANG,2,93.0,93
90824,BUKIT PANJANG,1,93.0,93
90825,BUKIT PANJANG,1,92.0,93
90826,BUKIT PANJANG,0,93.0,92
90827,BUKIT PANJANG,0,92.0,93
90828,BUKIT PANJANG,1,92.0,93
90829,BUKIT PANJANG,1,92.0,92
90830,BUKIT PANJANG,1,91.0,80
90831,BUKIT PANJANG,0,93.0,90
90832,BUKIT PANJANG,0,92.0,93
90833,BUKIT PANJANG,1,93.0,93
90834,BUKIT PANJANG,1,92.0,92
90835,BUKIT PANJANG,0,92.0,93
90836,BUKIT PANJANG,2,93.0,93
90837,BUKIT PANJANG,0,93.0,93
90838,BUKIT PANJANG,2,93.0,93
90839,BUKIT PANJANG,1,93.0,93
90840,BUKIT PANJANG,2,93.0,92
90841,BUKIT PANJANG,2,92.0,93
90842,BUKIT PANJANG,1,92.0,93
90843,BUKIT PANJANG,2,93.0,93
90844,BUKIT PANJANG,2,90.0,83
90845,BUKIT PANJANG,1,93.0,82
90846,BUKIT PANJANG,2,92.0,93
90847,BUKIT PANJANG,2,92.0,93
90848,BUKIT PANJANG,1,91.0,77
90849,BUKIT PANJANG,0,93.0,93
90850,BUKIT PANJANG,1,92.0,93
90851,BUKIT PANJANG,2,93.0,91
90852,BUKIT PANJANG,1,93.0,93
90853,BUKIT PANJANG,2,93.0,91
90854,BUKIT PANJANG,2,92.0,93
90855,BUKIT PANJANG,2,92.0,93
90856,BUKIT PANJANG,1,93.0,91
90857,BUKIT PANJANG,2,92.0,93
90858,BUKIT PANJANG,2,99.0,77
90859,BUKIT PANJANG,2,92.0,93
90860,BUKIT PANJANG,2,92.0,93
90861,BUKIT PANJANG,1,92.0,93
90862,BUKIT PANJANG,1,92.0,93
90863,BUKIT PANJANG,2,92.0,93
90864,BUKIT PANJANG,0,93.0,93
90865,BUKIT PANJANG,0,92.0,93
90866,BUKIT PANJANG,2,90.0,83
90867,BUKIT PANJANG,0,91.0,79
90868,BUKIT PANJANG,2,93.0,93
90869,BUKIT PANJANG,1,92.0,93
90870,BUKIT PANJANG,2,93.0,93
90871,BUKIT PANJANG,2,93.0,82
90872,BUKIT PANJANG,2,99.0,77
90873,BUKIT PANJANG,1,92.0,93
90874,BUKIT PANJANG,1,90.0,82
90875,BUKIT PANJANG,2,92.0,93
90876,BUKIT PANJANG,2,91.0,80
90877,BUKIT PANJANG,2,90.0,82
90878,BUKIT PANJANG,2,93.0,91
90879,BUKIT PANJANG,2,92.0,93
90880,BUKIT PANJANG,2,93.0,93
90881,BUKIT PANJANG,2,92.0,93
90882,BUKIT PANJANG,2,92.0,93
90883,BUKIT PANJANG,2,93.0,82
90884,BUKIT PANJANG,2,91.0,76
90885,BUKIT PANJANG,2,92.0,93
90886,BUKIT PANJANG,2,92.0,93
90887,BUKIT PANJANG,2,93.0,93
90888,BUKIT PANJANG,1,90.0,82
90889,BUKIT PANJANG,1,93.0,82
90890,BUKIT PANJANG,2,92.0,93
90891,BUKIT PANJANG,2,92.0,93
90892,BUKIT PANJANG,2,90.0,79
90893,BUKIT PANJANG,1,92.0,93
90894,BUKIT PANJANG,2,92.0,93
90895,BUKIT PANJANG,2,92.0,93
90896,BUKIT PANJANG,2,92.0,93
90897,BUKIT PANJANG,2,92.0,93
90898,BUKIT PANJANG,2,93.0,82
90899,BUKIT PANJANG,2,93.0,91
90900,BUKIT PANJANG,1,99.0,76
90901,BUKIT PANJANG,0,90.0,79
90902,BUKIT PANJANG,2,93.0,93
90903,BUKIT PANJANG,1,90.0,79
90904,BUKIT PANJANG,2,90.0,82
90905,BUKIT PANJANG,0,90.0,82
90906,BUKIT PANJANG,1,93.0,82
90907,BUKIT PANJANG,2,90.0,82
90908,BUKIT PANJANG,2,92.0,93
90909,BUKIT PANJANG,2,93.0,93
90910,BUKIT PANJANG,2,92.0,93
90911,BUKIT PANJANG,2,90.0,82
90912,BUKIT PANJANG,0,122.0,66
90913,BUKIT PANJANG,1,122.0,66
90914,BUKIT PANJANG,0,120.0,77
90915,BUKIT PANJANG,2,121.0,77
90916,BUKIT PANJANG,0,122.0,67
90917,BUKIT PANJANG,2,111.0,80
90918,BUKIT PANJANG,1,111.0,80
90919,BUKIT PANJANG,2,122.0,77
90920,BUKIT PANJANG,1,122.0,67
90921,BUKIT PANJANG,2,122.0,77
90922,BUKIT PANJANG,0,129.0,67
90923,BUKIT PANJANG,1,122.0,66
90924,BUKIT PANJANG,2,121.0,77
90925,BUKIT PANJANG,2,121.0,77
90926,BUKIT PANJANG,1,110.0,80
90927,BUKIT PANJANG,2,122.0,66
90928,BUKIT PANJANG,1,122.0,77
90929,BUKIT PANJANG,0,133.0,66
90930,BUKIT PANJANG,0,121.0,77
90931,BUKIT PANJANG,1,122.0,66
90932,BUKIT PANJANG,2,121.0,77
90933,BUKIT PANJANG,0,122.0,67
90934,BUKIT PANJANG,1,122.0,66
90935,BUKIT PANJANG,2,122.0,77
90936,BUKIT PANJANG,1,122.0,66
90937,BUKIT PANJANG,2,122.0,77
90938,BUKIT PANJANG,1,133.0,66
90939,BUKIT PANJANG,0,122.0,67
90940,BUKIT PANJANG,1,111.0,79
90941,BUKIT PANJANG,1,122.0,66
90942,BUKIT PANJANG,0,111.0,79
90943,BUKIT PANJANG,0,122.0,66
90944,BUKIT PANJANG,1,110.0,79
90945,BUKIT PANJANG,0,122.0,77
90946,BUKIT PANJANG,0,110.0,79
90947,BUKIT PANJANG,2,113.0,95
90948,BUKIT PANJANG,0,121.0,67
90949,BUKIT PANJANG,2,113.0,95
90950,BUKIT PANJANG,0,113.0,95
90951,BUKIT PANJANG,1,113.0,94
90952,BUKIT PANJANG,1,121.0,67
90953,BUKIT PANJANG,1,113.0,94
90954,BUKIT PANJANG,2,113.0,94
90955,BUKIT PANJANG,0,113.0,94
90956,BUKIT PANJANG,2,113.0,94
90957,BUKIT PANJANG,2,113.0,94
90958,BUKIT PANJANG,0,113.0,94
90959,BUKIT PANJANG,1,113.0,94
90960,BUKIT PANJANG,0,122.0,66
90961,BUKIT PANJANG,0,122.0,66
90962,BUKIT PANJANG,2,130.0,66
90963,BUKIT PANJANG,1,121.0,67
90964,BUKIT PANJANG,0,113.0,94
90965,BUKIT PANJANG,2,113.0,94
90966,BUKIT PANJANG,2,113.0,94
90967,BUKIT PANJANG,2,113.0,94
90968,BUKIT PANJANG,2,121.0,76
90969,BUKIT PANJANG,0,122.0,76
90970,BUKIT PANJANG,0,121.0,75
90971,BUKIT PANJANG,0,121.0,65
90972,BUKIT PANJANG,2,122.0,76
90973,BUKIT PANJANG,2,120.0,76
90974,BUKIT PANJANG,2,121.0,76
90975,BUKIT PANJANG,2,121.0,75
90976,BUKIT PANJANG,2,121.0,76
90977,BUKIT PANJANG,1,123.0,76
90978,BUKIT PANJANG,0,123.0,76
90979,BUKIT PANJANG,1,130.0,76
90980,BUKIT PANJANG,0,120.0,76
90981,BUKIT PANJANG,0,121.0,76
90982,BUKIT PANJANG,2,120.0,77
90983,BUKIT PANJANG,0,120.0,77
90984,BUKIT PANJANG,1,120.0,76
90985,BUKIT PANJANG,2,121.0,76
90986,BUKIT PANJANG,0,120.0,77
90987,BUKIT PANJANG,0,122.0,75
90988,BUKIT PANJANG,1,124.0,75
90989,BUKIT PANJANG,2,121.0,76
90990,BUKIT PANJANG,0,122.0,76
90991,BUKIT PANJANG,0,121.0,75
90992,BUKIT PANJANG,2,121.0,76
90993,BUKIT PANJANG,1,121.0,75
90994,BUKIT PANJANG,2,110.0,81
90995,BUKIT PANJANG,2,111.0,81
90996,BUKIT PANJANG,1,110.0,81
90997,BUKIT PANJANG,2,111.0,81
90998,BUKIT PANJANG,2,110.0,81
90999,BUKIT PANJANG,0,112.0,81
91000,BUKIT PANJANG,2,110.0,79
91001,BUKIT PANJANG,2,110.0,79
91002,BUKIT PANJANG,1,110.0,79
91003,BUKIT PANJANG,1,110.0,79
91004,BUKIT PANJANG,1,110.0,79
91005,BUKIT PANJANG,1,120.0,65
91006,BUKIT PANJANG,1,131.0,65
91007,BUKIT PANJANG,1,122.0,66
91008,BUKIT PANJANG,1,122.0,66
91009,BUKIT PANJANG,0,120.0,76
91010,BUKIT PANJANG,2,122.0,66
91011,BUKIT PANJANG,1,122.0,66
91012,BUKIT PANJANG,0,122.0,66
91013,BUKIT PANJANG,2,111.0,81
91014,BUKIT PANJANG,1,110.0,80
91015,BUKIT PANJANG,1,112.0,81
91016,BUKIT PANJANG,2,113.0,94
91017,BUKIT PANJANG,0,111.0,80
91018,BUKIT PANJANG,2,112.0,93
91019,BUKIT PANJANG,0,112.0,93
91020,BUKIT PANJANG,2,113.0,93
91021,BUKIT PANJANG,0,110.0,80
91022,BUKIT PANJANG,2,110.0,80
91023,BUKIT PANJANG,0,110.0,80
91024,BUKIT PANJANG,1,112.0,93
91025,BUKIT PANJANG,2,112.0,93
91026,BUKIT PANJANG,1,110.0,80
91027,BUKIT PANJANG,2,113.0,93
91028,BUKIT PANJANG,2,113.0,93
91029,BUKIT PANJANG,0,110.0,80
91030,BUKIT PANJANG,2,113.0,93
91031,BUKIT PANJANG,0,113.0,93
91032,BUKIT PANJANG,1,112.0,93
91033,BUKIT PANJANG,0,112.0,93
91034,BUKIT PANJANG,0,112.0,93
91035,BUKIT PANJANG,1,113.0,93
91036,BUKIT PANJANG,0,110.0,80
91037,BUKIT PANJANG,0,113.0,93
91038,BUKIT PANJANG,2,112.0,93
91039,BUKIT PANJANG,2,111.0,79
91040,BUKIT PANJANG,1,110.0,79
91041,BUKIT PANJANG,2,111.0,79
91042,BUKIT PANJANG,2,120.0,77
91043,BUKIT PANJANG,0,110.0,80
91044,BUKIT PANJANG,1,110.0,82
91045,BUKIT PANJANG,1,120.0,77
91046,BUKIT PANJANG,2,110.0,82
91047,BUKIT PANJANG,2,112.0,93
91048,BUKIT PANJANG,2,112.0,93
91049,BUKIT PANJANG,2,112.0,93
91050,BUKIT PANJANG,2,112.0,93
91051,BUKIT PANJANG,2,112.0,93
91052,BUKIT PANJANG,1,112.0,93
91053,BUKIT PANJANG,2,110.0,82
91054,BUKIT PANJANG,2,111.0,79
91055,BUKIT PANJANG,2,111.0,79
91056,BUKIT PANJANG,0,110.0,79
91057,BUKIT PANJANG,1,110.0,82
91058,BUKIT PANJANG,1,110.0,83
91059,BUKIT PANJANG,1,110.0,79
91060,BUKIT PANJANG,2,111.0,80
91061,BUKIT PANJANG,2,120.0,77
91062,BUKIT PANJANG,0,110.0,82
91063,BUKIT PANJANG,2,112.0,93
91064,BUKIT PANJANG,2,110.0,82
91065,BUKIT PANJANG,1,110.0,80
91066,BUKIT PANJANG,0,120.0,77
91067,BUKIT PANJANG,2,112.0,93
91068,BUKIT PANJANG,1,110.0,79
91069,BUKIT PANJANG,2,110.0,82
91070,BUKIT PANJANG,1,110.0,79
91071,BUKIT PANJANG,2,112.0,93
91072,BUKIT PANJANG,1,110.0,79
91073,BUKIT PANJANG,2,110.0,82
91074,BUKIT PANJANG,1,110.0,82
91075,BUKIT PANJANG,2,111.0,79
91076,BUKIT PANJANG,1,110.0,79
91077,BUKIT PANJANG,0,110.0,79
91078,BUKIT PANJANG,2,110.0,82
91079,BUKIT PANJANG,0,143.0,66
91080,BUKIT PANJANG,0,145.0,66
91081,BUKIT PANJANG,0,145.0,67
91082,BUKIT PANJANG,0,146.0,66
91083,BUKIT PANJANG,1,146.0,66
91084,BUKIT PANJANG,1,146.0,66
91085,BUKIT PANJANG,1,146.0,66
91086,BUKIT PANJANG,1,146.0,66
91087,BUKIT PANJANG,2,145.0,66
91088,BUKIT PANJANG,1,155.0,66
91089,BUKIT PANJANG,1,146.0,66
91090,BUKIT PANJANG,0,142.0,66
91091,BUKIT PANJANG,1,146.0,66
91092,BUKIT PANJANG,0,146.0,66
91093,BUKIT PANJANG,0,146.0,65
91094,BUKIT PANJANG,1,142.0,66
91095,BUKIT PANJANG,2,140.0,76
91096,BUKIT PANJANG,1,146.0,66
91097,BUKIT PANJANG,0,141.0,76
91098,BUKIT PANJANG,0,143.0,76
91099,BUKIT PANJANG,1,140.0,77
91100,BUKIT PANJANG,0,140.0,77
91101,BUKIT PANJANG,0,142.0,77
91102,BUKIT PANJANG,1,143.0,77
91103,BUKIT PANJANG,2,140.0,77
91104,BUKIT PANJANG,1,141.0,76
91105,BUKIT PANJANG,2,140.0,76
91106,BUKIT PANJANG,2,142.0,76
91107,BUKIT PANJANG,2,143.0,75
91108,BUKIT PANJANG,1,142.0,77
91109,BUKIT PANJANG,0,142.0,77
91110,BUKIT PANJANG,0,141.0,75
91111,BUKIT PANJANG,2,143.0,75
91112,BUKIT PANJANG,1,140.0,77
91113,BUKIT PANJANG,0,142.0,77
91114,BUKIT PANJANG,0,143.0,76
91115,BUKIT PANJANG,0,142.0,77
91116,BUKIT PANJANG,1,144.0,75
91117,BUKIT PANJANG,2,125.0,81
91118,BUKIT PANJANG,1,126.0,80
91119,BUKIT PANJANG,1,126.0,80
91120,BUKIT PANJANG,2,130.0,80
91121,BUKIT PANJANG,0,130.0,80
91122,BUKIT PANJANG,2,131.0,79
91123,BUKIT PANJANG,0,144.0,66
91124,BUKIT PANJANG,1,146.0,65
91125,BUKIT PANJANG,0,151.0,65
91126,BUKIT PANJANG,0,151.0,65
91127,BUKIT PANJANG,1,144.0,65
91128,BUKIT PANJANG,0,142.0,66
91129,BUKIT PANJANG,0,146.0,67
91130,BUKIT PANJANG,0,146.0,66
91131,BUKIT PANJANG,0,142.0,66
91132,BUKIT PANJANG,1,130.0,80
91133,BUKIT PANJANG,2,128.0,80
91134,BUKIT PANJANG,2,128.0,80
91135,BUKIT PANJANG,2,125.0,80
91136,BUKIT PANJANG,1,125.0,80
91137,BUKIT PANJANG,1,130.0,79
91138,BUKIT PANJANG,1,128.0,80
91139,BUKIT PANJANG,0,128.0,80
91140,BUKIT PANJANG,0,128.0,80
91141,BUKIT PANJANG,1,130.0,79
91142,BUKIT PANJANG,2,130.0,79
91143,BUKIT PANJANG,1,130.0,79
91144,BUKIT PANJANG,0,130.0,79
91145,BUKIT PANJANG,1,130.0,79
91146,BUKIT PANJANG,1,129.0,79
91147,BUKIT PANJANG,1,130.0,79
91148,BUKIT PANJANG,1,130.0,79
91149,BUKIT TIMAH,0,65.0,54
91150,BUKIT TIMAH,2,65.0,54
91151,BUKIT TIMAH,0,65.0,54
91152,BUKIT TIMAH,0,73.0,52
91153,BUKIT TIMAH,1,73.0,52
91154,BUKIT TIMAH,1,73.0,52
91155,BUKIT TIMAH,1,73.0,52
91156,BUKIT TIMAH,0,73.0,52
91157,BUKIT TIMAH,1,64.0,51
91158,BUKIT TIMAH,0,91.0,52
91159,BUKIT TIMAH,0,91.0,52
91160,BUKIT TIMAH,0,91.0,52
91161,BUKIT TIMAH,1,91.0,52
91162,BUKIT TIMAH,1,91.0,52
91163,BUKIT TIMAH,1,89.0,51
91164,BUKIT TIMAH,0,104.0,66
91165,BUKIT TIMAH,1,104.0,66
91166,BUKIT TIMAH,0,104.0,67
91167,BUKIT TIMAH,0,104.0,66
91168,BUKIT TIMAH,1,104.0,66
91169,BUKIT TIMAH,1,104.0,67
91170,BUKIT TIMAH,0,104.0,66
91171,BUKIT TIMAH,1,104.0,66
91172,BUKIT TIMAH,0,104.0,66
91173,BUKIT TIMAH,0,104.0,66
91174,BUKIT TIMAH,1,104.0,66
91175,BUKIT TIMAH,0,120.0,52
91176,BUKIT TIMAH,2,123.0,51
91177,BUKIT TIMAH,1,122.0,66
91178,BUKIT TIMAH,0,122.0,67
91179,BUKIT TIMAH,0,122.0,66
91180,BUKIT TIMAH,0,122.0,67
91181,BUKIT TIMAH,0,122.0,66
91182,BUKIT TIMAH,0,122.0,66
91183,BUKIT TIMAH,1,122.0,67
91184,BUKIT TIMAH,0,146.0,67
91185,BUKIT TIMAH,0,145.0,66
91186,BUKIT TIMAH,0,145.0,67
91187,BUKIT TIMAH,0,150.0,66
91188,BUKIT TIMAH,1,146.0,66
91189,BUKIT TIMAH,2,154.0,66
91190,BUKIT TIMAH,0,150.0,66
91191,BUKIT TIMAH,0,146.0,66
91192,BUKIT TIMAH,0,145.0,66
91193,BUKIT TIMAH,0,146.0,67
91194,BUKIT TIMAH,1,146.0,66
91195,BUKIT TIMAH,1,146.0,66
91196,BUKIT TIMAH,0,146.0,67
91197,BUKIT TIMAH,2,154.0,67
91198,BUKIT TIMAH,0,146.0,67
91199,BUKIT TIMAH,0,146.0,67
91200,CENTRAL AREA,2,53.0,49
91201,CENTRAL AREA,1,53.0,49
91202,CENTRAL AREA,1,55.0,59
91203,CENTRAL AREA,1,53.0,49
91204,CENTRAL AREA,0,52.0,61
91205,CENTRAL AREA,1,45.0,51
91206,CENTRAL AREA,1,73.0,62
91207,CENTRAL AREA,1,76.0,49
91208,CENTRAL AREA,2,74.0,55
91209,CENTRAL AREA,1,65.0,55
91210,CENTRAL AREA,1,65.0,59
91211,CENTRAL AREA,2,65.0,55
91212,CENTRAL AREA,0,66.0,61
91213,CENTRAL AREA,2,68.0,57
91214,CENTRAL AREA,2,60.0,57
91215,CENTRAL AREA,2,68.0,56
91216,CENTRAL AREA,2,67.0,62
91217,CENTRAL AREA,0,89.0,61
91218,CENTRAL AREA,0,74.0,62
91219,CENTRAL AREA,1,74.0,62
91220,CENTRAL AREA,2,67.0,52
91221,CENTRAL AREA,1,67.0,52
91222,CENTRAL AREA,1,67.0,52
91223,CENTRAL AREA,2,57.0,52
91224,CENTRAL AREA,2,67.0,52
91225,CENTRAL AREA,0,67.0,52
91226,CENTRAL AREA,1,56.0,52
91227,CENTRAL AREA,0,56.0,51
91228,CENTRAL AREA,1,56.0,51
91229,CENTRAL AREA,1,60.0,61
91230,CENTRAL AREA,2,59.0,55
91231,CENTRAL AREA,2,59.0,55
91232,CENTRAL AREA,2,59.0,54
91233,CENTRAL AREA,2,59.0,54
91234,CENTRAL AREA,1,59.0,54
91235,CENTRAL AREA,1,60.0,58
91236,CENTRAL AREA,1,65.0,53
91237,CENTRAL AREA,1,60.0,59
91238,CENTRAL AREA,2,68.0,58
91239,CENTRAL AREA,2,65.0,53
91240,CENTRAL AREA,2,65.0,53
91241,CENTRAL AREA,1,68.0,56
91242,CENTRAL AREA,1,60.0,58
91243,CENTRAL AREA,0,65.0,53
91244,CENTRAL AREA,2,60.0,58
91245,CENTRAL AREA,2,65.0,52
91246,CENTRAL AREA,0,72.0,63
91247,CENTRAL AREA,0,72.0,63
91248,CENTRAL AREA,0,72.0,63
91249,CENTRAL AREA,1,73.0,62
91250,CENTRAL AREA,2,60.0,56
91251,CENTRAL AREA,2,68.0,64
91252,CENTRAL AREA,1,68.0,56
91253,CENTRAL AREA,0,60.0,64
91254,CENTRAL AREA,2,60.0,56
91255,CENTRAL AREA,2,68.0,56
91256,CENTRAL AREA,1,82.0,58
91257,CENTRAL AREA,2,82.0,58
91258,CENTRAL AREA,2,82.0,58
91259,CENTRAL AREA,2,82.0,58
91260,CENTRAL AREA,1,82.0,58
91261,CENTRAL AREA,2,82.0,60
91262,CENTRAL AREA,2,85.0,60
91263,CENTRAL AREA,2,82.0,60
91264,CENTRAL AREA,1,93.0,89
91265,CENTRAL AREA,2,97.0,89
91266,CENTRAL AREA,2,97.0,89
91267,CENTRAL AREA,2,94.0,88
91268,CENTRAL AREA,2,94.0,88
91269,CENTRAL AREA,2,95.0,88
91270,CENTRAL AREA,2,94.0,88
91271,CENTRAL AREA,2,96.0,88
91272,CENTRAL AREA,1,93.0,88
91273,CENTRAL AREA,2,93.0,88
91274,CENTRAL AREA,0,94.0,89
91275,CENTRAL AREA,2,94.0,88
91276,CENTRAL AREA,2,95.0,88
91277,CENTRAL AREA,2,95.0,88
91278,CENTRAL AREA,2,96.0,88
91279,CENTRAL AREA,2,93.0,88
91280,CENTRAL AREA,2,93.0,88
91281,CENTRAL AREA,0,95.0,88
91282,CENTRAL AREA,2,93.0,88
91283,CENTRAL AREA,2,96.0,88
91284,CENTRAL AREA,2,95.0,88
91285,CENTRAL AREA,2,95.0,88
91286,CENTRAL AREA,2,95.0,88
91287,CENTRAL AREA,1,95.0,88
