town,storey_range,floor_area_sqm,remaining_lease
100528,TAMPINES,0,68.0,62
100529,TAMPINES,0,67.0,65
100530,TAMPINES,0,83.0,65
100531,TAMPINES,0,74.0,66
100532,TAMPINES,0,67.0,65
100533,TAMPINES,1,73.0,62
100534,TAMPINES,0,67.0,65
100535,TAMPINES,1,74.0,66
100536,TAMPINES,0,67.0,64
100537,TAMPINES,1,73.0,62
100538,TAMPINES,0,74.0,66
100539,TAMPINES,1,73.0,62
100540,TAMPINES,1,74.0,63
100541,TAMPINES,0,74.0,63
100542,TAMPINES,0,70.0,63
100543,TAMPINES,0,74.0,63
100544,TAMPINES,1,74.0,63
100545,TAMPINES,0,74.0,63
100546,TAMPINES,0,74.0,65
100547,TAMPINES,1,74.0,65
100548,TAMPINES,1,74.0,65
100549,TAMPINES,1,74.0,65
100550,TAMPINES,0,74.0,66
100551,TAMPINES,0,74.0,65
100552,TAMPINES,1,74.0,66
100553,TAMPINES,0,74.0,66
100554,TAMPINES,0,74.0,66
100555,TAMPINES,0,73.0,62
100556,TAMPINES,1,73.0,62
100557,TAMPINES,0,73.0,62
100558,TAMPINES,1,73.0,61
100559,TAMPINES,1,94.0,88
100560,TAMPINES,1,94.0,88
100561,TAMPINES,1,94.0,88
100562,TAMPINES,1,94.0,88
100563,TAMPINES,1,94.0,88
100564,TAMPINES,1,94.0,88
100565,TAMPINES,1,104.0,67
100566,TAMPINES,1,104.0,67
100567,TAMPINES,0,104.0,67
100568,TAMPINES,0,104.0,66
100569,TAMPINES,1,104.0,66
100570,TAMPINES,1,104.0,67
100571,TAMPINES,0,104.0,67
100572,TAMPINES,0,104.0,66
100573,TAMPINES,0,104.0,66
100574,TAMPINES,0,88.0,65
100575,TAMPINES,1,104.0,66
100576,TAMPINES,1,104.0,66
100577,TAMPINES,0,104.0,66
100578,TAMPINES,0,104.0,66
100579,TAMPINES,1,84.0,66
100580,TAMPINES,1,104.0,66
100581,TAMPINES,1,104.0,66
100582,TAMPINES,1,103.0,66
100583,TAMPINES,1,84.0,66
100584,TAMPINES,1,84.0,65
100585,TAMPINES,1,104.0,66
100586,TAMPINES,1,98.0,74
100587,TAMPINES,0,88.0,65
100588,TAMPINES,0,84.0,65
100589,TAMPINES,0,104.0,66
100590,TAMPINES,1,101.0,74
100591,TAMPINES,1,84.0,65
100592,TAMPINES,1,84.0,65
100593,TAMPINES,0,104.0,66
100594,TAMPINES,0,104.0,66
100595,TAMPINES,0,101.0,74
100596,TAMPINES,0,101.0,74
100597,TAMPINES,0,84.0,65
100598,TAMPINES,0,84.0,66
100599,TAMPINES,0,84.0,65
100600,TAMPINES,1,84.0,65
100601,TAMPINES,0,103.0,65
100602,TAMPINES,0,84.0,65
100603,TAMPINES,1,104.0,66
100604,TAMPINES,1,104.0,66
100605,TAMPINES,1,104.0,66
100606,TAMPINES,1,104.0,67
100607,TAMPINES,0,104.0,66
100608,TAMPINES,0,104.0,66
100609,TAMPINES,1,106.0,67
100610,TAMPINES,1,104.0,66
100611,TAMPINES,0,104.0,74
100612,TAMPINES,2,93.0,93
100613,TAMPINES,1,93.0,93
100614,TAMPINES,1,93.0,93
100615,TAMPINES,0,93.0,93
100616,TAMPINES,0,93.0,93
100617,TAMPINES,1,93.0,93
100618,TAMPINES,1,93.0,93
100619,TAMPINES,0,93.0,93
100620,TAMPINES,2,93.0,93
100621,TAMPINES,1,91.0,63
100622,TAMPINES,0,103.0,66
100623,TAMPINES,1,105.0,62
100624,TAMPINES,1,104.0,62
100625,TAMPINES,1,105.0,62
100626,TAMPINES,0,104.0,61
100627,TAMPINES,1,105.0,62
100628,TAMPINES,2,104.0,62
100629,TAMPINES,1,92.0,63
100630,TAMPINES,0,104.0,66
100631,TAMPINES,2,102.0,62
100632,TAMPINES,0,104.0,62
100633,TAMPINES,1,104.0,66
100634,TAMPINES,0,93.0,62
100635,TAMPINES,1,105.0,61
100636,TAMPINES,2,104.0,66
100637,TAMPINES,1,104.0,66
100638,TAMPINES,0,110.0,72
100639,TAMPINES,0,107.0,72
100640,TAMPINES,0,92.0,93
100641,TAMPINES,1,103.0,66
100642,TAMPINES,1,101.0,75
100643,TAMPINES,1,92.0,93
100644,TAMPINES,1,92.0,93
100645,TAMPINES,1,92.0,93
100646,TAMPINES,2,92.0,93
100647,TAMPINES,1,92.0,93
100648,TAMPINES,1,93.0,95
100649,TAMPINES,1,101.0,75
100650,TAMPINES,1,104.0,66
100651,TAMPINES,1,92.0,93
100652,TAMPINES,1,93.0,95
100653,TAMPINES,1,93.0,95
100654,TAMPINES,1,93.0,95
100655,TAMPINES,1,101.0,74
100656,TAMPINES,2,101.0,75
100657,TAMPINES,1,93.0,95
100658,TAMPINES,0,93.0,95
100659,TAMPINES,0,93.0,95
100660,TAMPINES,1,92.0,93
100661,TAMPINES,1,92.0,93
100662,TAMPINES,1,104.0,65
100663,TAMPINES,0,93.0,95
100664,TAMPINES,1,92.0,93
100665,TAMPINES,2,93.0,95
100666,TAMPINES,0,93.0,95
100667,TAMPINES,1,101.0,74
100668,TAMPINES,1,107.0,66
100669,TAMPINES,0,104.0,71
100670,TAMPINES,0,104.0,67
100671,TAMPINES,0,104.0,67
100672,TAMPINES,2,106.0,71
100673,TAMPINES,1,104.0,67
100674,TAMPINES,0,107.0,71
100675,TAMPINES,2,106.0,71
100676,TAMPINES,0,105.0,67
100677,TAMPINES,1,104.0,67
100678,TAMPINES,0,107.0,71
100679,TAMPINES,1,108.0,71
100680,TAMPINES,0,106.0,71
100681,TAMPINES,0,109.0,67
100682,TAMPINES,0,110.0,67
100683,TAMPINES,0,93.0,93
100684,TAMPINES,2,93.0,93
100685,TAMPINES,1,93.0,93
100686,TAMPINES,2,93.0,93
100687,TAMPINES,1,93.0,93
100688,TAMPINES,0,93.0,93
100689,TAMPINES,0,93.0,93
100690,TAMPINES,1,92.0,86
100691,TAMPINES,2,93.0,93
100692,TAMPINES,0,93.0,93
100693,TAMPINES,2,93.0,93
100694,TAMPINES,1,93.0,93
100695,TAMPINES,2,93.0,93
100696,TAMPINES,0,93.0,93
100697,TAMPINES,1,93.0,93
100698,TAMPINES,2,93.0,93
100699,TAMPINES,0,93.0,93
100700,TAMPINES,2,93.0,93
100701,TAMPINES,2,93.0,93
100702,TAMPINES,0,93.0,93
100703,TAMPINES,1,93.0,93
100704,TAMPINES,0,93.0,93
100705,TAMPINES,2,93.0,93
100706,TAMPINES,1,84.0,92
100707,TAMPINES,2,84.0,92
100708,TAMPINES,0,84.0,92
100709,TAMPINES,1,84.0,92
100710,TAMPINES,0,83.0,92
100711,TAMPINES,0,84.0,92
100712,TAMPINES,2,83.0,92
100713,TAMPINES,1,84.0,92
100714,TAMPINES,2,84.0,92
100715,TAMPINES,0,83.0,92
100716,TAMPINES,0,83.0,92
100717,TAMPINES,1,83.0,92
100718,TAMPINES,1,84.0,92
100719,TAMPINES,2,84.0,92
100720,TAMPINES,0,84.0,92
100721,TAMPINES,2,84.0,92
100722,TAMPINES,1,84.0,92
100723,TAMPINES,1,103.0,62
100724,TAMPINES,1,103.0,62
100725,TAMPINES,0,117.0,60
100726,TAMPINES,0,104.0,60
100727,TAMPINES,0,103.0,62
100728,TAMPINES,0,103.0,62
100729,TAMPINES,0,104.0,61
100730,TAMPINES,0,109.0,63
100731,TAMPINES,0,105.0,62
100732,TAMPINES,0,105.0,62
100733,TAMPINES,0,103.0,62
100734,TAMPINES,1,105.0,60
100735,TAMPINES,1,106.0,63
100736,TAMPINES,0,104.0,63
100737,TAMPINES,0,112.0,62
100738,TAMPINES,0,91.0,62
100739,TAMPINES,1,103.0,62
100740,TAMPINES,0,96.0,62
100741,TAMPINES,0,91.0,62
100742,TAMPINES,0,106.0,63
100743,TAMPINES,1,106.0,62
100744,TAMPINES,0,103.0,62
100745,TAMPINES,1,103.0,62
100746,TAMPINES,0,106.0,63
100747,TAMPINES,0,91.0,62
100748,TAMPINES,1,106.0,63
100749,TAMPINES,0,91.0,62
100750,TAMPINES,0,107.0,62
100751,TAMPINES,0,93.0,62
100752,TAMPINES,0,106.0,62
100753,TAMPINES,0,107.0,62
100754,TAMPINES,1,107.0,62
100755,TAMPINES,0,104.0,62
100756,TAMPINES,1,107.0,61
100757,TAMPINES,0,104.0,61
100758,TAMPINES,0,91.0,62
100759,TAMPINES,1,91.0,62
100760,TAMPINES,0,103.0,63
100761,TAMPINES,1,109.0,63
100762,TAMPINES,1,105.0,62
100763,TAMPINES,0,108.0,61
100764,TAMPINES,0,105.0,62
100765,TAMPINES,0,102.0,62
100766,TAMPINES,0,93.0,62
100767,TAMPINES,1,103.0,62
100768,TAMPINES,0,103.0,62
100769,TAMPINES,0,102.0,62
100770,TAMPINES,1,105.0,62
100771,TAMPINES,0,104.0,62
100772,TAMPINES,0,105.0,62
100773,TAMPINES,0,104.0,62
100774,TAMPINES,1,115.0,61
100775,TAMPINES,0,103.0,62
100776,TAMPINES,1,125.0,61
100777,TAMPINES,0,98.0,62
100778,TAMPINES,0,102.0,62
100779,TAMPINES,0,105.0,62
100780,TAMPINES,0,104.0,62
100781,TAMPINES,0,133.0,60
100782,TAMPINES,1,107.0,62
100783,TAMPINES,0,105.0,62
100784,TAMPINES,0,102.0,62
100785,TAMPINES,0,104.0,63
100786,TAMPINES,0,103.0,62
100787,TAMPINES,0,103.0,62
100788,TAMPINES,0,104.0,62
100789,TAMPINES,0,103.0,62
100790,TAMPINES,0,105.0,62
100791,TAMPINES,0,103.0,62
100792,TAMPINES,1,98.0,63
100793,TAMPINES,0,98.0,63
100794,TAMPINES,0,103.0,62
100795,TAMPINES,1,103.0,62
100796,TAMPINES,1,103.0,62
100797,TAMPINES,0,108.0,62
100798,TAMPINES,1,103.0,62
100799,TAMPINES,1,103.0,62
100800,TAMPINES,0,104.0,62
100801,TAMPINES,1,105.0,62
100802,TAMPINES,1,103.0,62
100803,TAMPINES,1,105.0,62
100804,TAMPINES,1,93.0,64
100805,TAMPINES,0,96.0,63
100806,TAMPINES,0,96.0,63
100807,TAMPINES,0,105.0,63
100808,TAMPINES,0,99.0,63
100809,TAMPINES,0,105.0,63
100810,TAMPINES,1,96.0,63
100811,TAMPINES,1,99.0,62
100812,TAMPINES,0,105.0,63
100813,TAMPINES,1,93.0,63
100814,TAMPINES,1,96.0,64
100815,TAMPINES,0,104.0,62
100816,TAMPINES,1,108.0,71
100817,TAMPINES,0,107.0,71
100818,TAMPINES,0,104.0,71
100819,TAMPINES,0,110.0,71
100820,TAMPINES,1,107.0,71
100821,TAMPINES,1,107.0,74
100822,TAMPINES,1,107.0,74
100823,TAMPINES,0,107.0,74
100824,TAMPINES,0,109.0,74
100825,TAMPINES,1,106.0,73
100826,TAMPINES,1,104.0,74
100827,TAMPINES,1,112.0,73
100828,TAMPINES,0,107.0,73
100829,TAMPINES,0,108.0,74
100830,TAMPINES,1,107.0,74
100831,TAMPINES,1,105.0,74
100832,TAMPINES,0,112.0,73
100833,TAMPINES,1,112.0,73
100834,TAMPINES,0,112.0,73
100835,TAMPINES,0,111.0,73
100836,TAMPINES,0,106.0,74
100837,TAMPINES,0,105.0,74
100838,TAMPINES,1,108.0,73
100839,TAMPINES,0,104.0,73
100840,TAMPINES,1,106.0,74
100841,TAMPINES,0,107.0,74
100842,TAMPINES,0,107.0,74
100843,TAMPINES,0,106.0,74
100844,TAMPINES,0,100.0,75
100845,TAMPINES,1,107.0,74
100846,TAMPINES,0,107.0,73
100847,TAMPINES,0,107.0,73
100848,TAMPINES,0,101.0,74
100849,TAMPINES,0,105.0,63
100850,TAMPINES,1,104.0,64
100851,TAMPINES,0,104.0,63
100852,TAMPINES,1,103.0,64
100853,TAMPINES,1,84.0,65
100854,TAMPINES,0,84.0,63
100855,TAMPINES,0,104.0,63
100856,TAMPINES,1,105.0,63
100857,TAMPINES,1,84.0,64
100858,TAMPINES,1,84.0,64
100859,TAMPINES,1,84.0,63
100860,TAMPINES,0,84.0,64
100861,TAMPINES,1,84.0,63
100862,TAMPINES,0,84.0,66
100863,TAMPINES,0,84.0,64
100864,TAMPINES,1,84.0,65
100865,TAMPINES,1,89.0,63
100866,TAMPINES,0,107.0,74
100867,TAMPINES,0,84.0,65
100868,TAMPINES,0,105.0,74
100869,TAMPINES,0,88.0,65
100870,TAMPINES,0,104.0,63
100871,TAMPINES,0,89.0,65
100872,TAMPINES,0,105.0,64
100873,TAMPINES,1,104.0,64
100874,TAMPINES,1,105.0,65
100875,TAMPINES,0,108.0,64
100876,TAMPINES,0,105.0,63
100877,TAMPINES,1,89.0,65
100878,TAMPINES,1,105.0,67
100879,TAMPINES,0,105.0,67
100880,TAMPINES,0,105.0,67
100881,TAMPINES,0,102.0,74
100882,TAMPINES,1,102.0,74
100883,TAMPINES,0,106.0,75
100884,TAMPINES,1,113.0,67
100885,TAMPINES,1,104.0,67
100886,TAMPINES,0,107.0,74
100887,TAMPINES,0,105.0,67
100888,TAMPINES,0,106.0,75
100889,TAMPINES,1,106.0,75
100890,TAMPINES,0,106.0,75
100891,TAMPINES,1,107.0,71
100892,TAMPINES,0,104.0,67
100893,TAMPINES,0,106.0,74
100894,TAMPINES,0,104.0,75
100895,TAMPINES,0,104.0,75
100896,TAMPINES,2,99.0,75
100897,TAMPINES,0,100.0,75
100898,TAMPINES,2,103.0,75
100899,TAMPINES,0,99.0,75
100900,TAMPINES,0,99.0,75
100901,TAMPINES,2,99.0,75
100902,TAMPINES,1,100.0,75
100903,TAMPINES,0,101.0,75
100904,TAMPINES,0,100.0,75
100905,TAMPINES,1,103.0,75
100906,TAMPINES,1,99.0,75
100907,TAMPINES,2,100.0,75
100908,TAMPINES,0,99.0,75
100909,TAMPINES,0,104.0,75
100910,TAMPINES,1,103.0,75
100911,TAMPINES,1,100.0,75
100912,TAMPINES,0,104.0,75
100913,TAMPINES,1,100.0,74
100914,TAMPINES,2,99.0,75
100915,TAMPINES,0,104.0,75
100916,TAMPINES,0,100.0,75
100917,TAMPINES,0,99.0,75
100918,TAMPINES,0,101.0,75
100919,TAMPINES,0,100.0,75
100920,TAMPINES,0,100.0,74
100921,TAMPINES,1,102.0,76
100922,TAMPINES,0,100.0,75
100923,TAMPINES,0,99.0,75
100924,TAMPINES,1,100.0,75
100925,TAMPINES,0,100.0,75
100926,TAMPINES,0,100.0,75
100927,TAMPINES,0,108.0,62
100928,TAMPINES,1,104.0,66
100929,TAMPINES,0,108.0,66
100930,TAMPINES,0,104.0,62
100931,TAMPINES,0,104.0,67
100932,TAMPINES,0,104.0,66
100933,TAMPINES,0,103.0,66
100934,TAMPINES,0,108.0,62
100935,TAMPINES,2,104.0,66
100936,TAMPINES,0,104.0,66
100937,TAMPINES,0,84.0,63
100938,TAMPINES,0,89.0,65
100939,TAMPINES,2,105.0,63
100940,TAMPINES,0,103.0,63
100941,TAMPINES,0,84.0,64
100942,TAMPINES,2,107.0,72
100943,TAMPINES,1,84.0,63
100944,TAMPINES,1,105.0,62
100945,TAMPINES,0,89.0,63
100946,TAMPINES,1,84.0,62
100947,TAMPINES,0,84.0,62
100948,TAMPINES,1,104.0,63
100949,TAMPINES,1,108.0,72
100950,TAMPINES,0,104.0,62
100951,TAMPINES,1,84.0,62
100952,TAMPINES,0,84.0,63
100953,TAMPINES,1,104.0,67
100954,TAMPINES,1,108.0,65
100955,TAMPINES,0,104.0,65
100956,TAMPINES,0,103.0,65
100957,TAMPINES,0,104.0,67
100958,TAMPINES,1,104.0,66
100959,TAMPINES,1,104.0,67
100960,TAMPINES,1,84.0,65
100961,TAMPINES,1,106.0,67
100962,TAMPINES,0,104.0,66
100963,TAMPINES,0,104.0,67
100964,TAMPINES,0,103.0,65
100965,TAMPINES,1,103.0,65
100966,TAMPINES,0,109.0,64
100967,TAMPINES,1,104.0,67
100968,TAMPINES,0,104.0,67
100969,TAMPINES,1,84.0,62
100970,TAMPINES,1,104.0,66
100971,TAMPINES,0,105.0,62
100972,TAMPINES,0,105.0,65
100973,TAMPINES,1,84.0,65
100974,TAMPINES,0,104.0,65
100975,TAMPINES,0,104.0,65
100976,TAMPINES,1,104.0,66
100977,TAMPINES,1,105.0,62
100978,TAMPINES,1,104.0,65
100979,TAMPINES,0,104.0,67
100980,TAMPINES,1,104.0,67
100981,TAMPINES,1,104.0,66
100982,TAMPINES,1,104.0,66
100983,TAMPINES,1,104.0,66
100984,TAMPINES,0,103.0,66
100985,TAMPINES,1,104.0,66
100986,TAMPINES,0,104.0,66
100987,TAMPINES,1,104.0,66
100988,TAMPINES,1,104.0,66
100989,TAMPINES,1,104.0,66
100990,TAMPINES,0,104.0,66
100991,TAMPINES,0,104.0,66
100992,TAMPINES,0,108.0,66
100993,TAMPINES,1,94.0,95
100994,TAMPINES,0,94.0,95
100995,TAMPINES,1,94.0,95
100996,TAMPINES,2,94.0,95
100997,TAMPINES,0,93.0,95
100998,TAMPINES,1,94.0,95
100999,TAMPINES,1,94.0,95
101000,TAMPINES,2,93.0,95
101001,TAMPINES,1,94.0,95
101002,TAMPINES,2,94.0,94
101003,TAMPINES,1,94.0,94
101004,TAMPINES,0,94.0,94
101005,TAMPINES,1,93.0,94
101006,TAMPINES,1,94.0,94
101007,TAMPINES,0,93.0,94
101008,TAMPINES,0,93.0,94
101009,TAMPINES,0,93.0,94
101010,TAMPINES,2,94.0,94
101011,TAMPINES,1,94.0,94
101012,TAMPINES,0,94.0,94
101013,TAMPINES,1,94.0,94
101014,TAMPINES,0,93.0,94
101015,TAMPINES,1,93.0,94
101016,TAMPINES,1,94.0,94
101017,TAMPINES,0,93.0,94
101018,TAMPINES,1,94.0,94
101019,TAMPINES,0,93.0,94
101020,TAMPINES,0,104.0,62
101021,TAMPINES,0,102.0,62
101022,TAMPINES,0,104.0,63
101023,TAMPINES,1,107.0,63
101024,TAMPINES,0,104.0,62
101025,TAMPINES,1,104.0,61
101026,TAMPINES,1,104.0,63
101027,TAMPINES,1,104.0,62
101028,TAMPINES,1,106.0,62
101029,TAMPINES,0,102.0,62
101030,TAMPINES,0,104.0,62
101031,TAMPINES,0,106.0,62
101032,TAMPINES,0,102.0,62
101033,TAMPINES,1,104.0,62
101034,TAMPINES,1,106.0,62
101035,TAMPINES,1,104.0,62
101036,TAMPINES,2,106.0,62
101037,TAMPINES,2,106.0,62
101038,TAMPINES,2,104.0,61
101039,TAMPINES,0,102.0,62
101040,TAMPINES,0,111.0,89
101041,TAMPINES,1,107.0,88
101042,TAMPINES,1,107.0,88
101043,TAMPINES,1,107.0,88
101044,TAMPINES,1,107.0,89
101045,TAMPINES,1,110.0,88
101046,TAMPINES,0,111.0,88
101047,TAMPINES,0,110.0,88
101048,TAMPINES,0,110.0,88
101049,TAMPINES,1,107.0,88
101050,TAMPINES,1,107.0,88
101051,TAMPINES,0,107.0,88
101052,TAMPINES,0,107.0,88
101053,TAMPINES,0,121.0,67
101054,TAMPINES,0,122.0,67
101055,TAMPINES,1,129.0,67
101056,TAMPINES,0,122.0,66
101057,TAMPINES,1,122.0,66
101058,TAMPINES,0,121.0,66
101059,TAMPINES,0,122.0,66
101060,TAMPINES,1,128.0,66
101061,TAMPINES,0,121.0,65
101062,TAMPINES,0,118.0,74
101063,TAMPINES,1,122.0,66
101064,TAMPINES,1,122.0,66
101065,TAMPINES,1,128.0,66
101066,TAMPINES,1,122.0,66
101067,TAMPINES,0,121.0,65
101068,TAMPINES,1,122.0,66
101069,TAMPINES,1,123.0,66
101070,TAMPINES,1,121.0,65
101071,TAMPINES,0,122.0,66
101072,TAMPINES,1,122.0,65
101073,TAMPINES,0,118.0,74
101074,TAMPINES,0,122.0,66
101075,TAMPINES,0,122.0,66
101076,TAMPINES,1,121.0,65
101077,TAMPINES,0,122.0,66
101078,TAMPINES,1,122.0,65
101079,TAMPINES,0,122.0,66
101080,TAMPINES,0,122.0,66
101081,TAMPINES,0,123.0,65
101082,TAMPINES,1,122.0,65
101083,TAMPINES,0,122.0,67
101084,TAMPINES,0,122.0,66
101085,TAMPINES,0,122.0,66
101086,TAMPINES,1,121.0,65
101087,TAMPINES,0,122.0,67
101088,TAMPINES,0,122.0,67
101089,TAMPINES,0,128.0,66
101090,TAMPINES,0,128.0,66
101091,TAMPINES,0,122.0,74
101092,TAMPINES,0,124.0,74
101093,TAMPINES,0,121.0,62
101094,TAMPINES,0,134.0,62
101095,TAMPINES,0,122.0,66
101096,TAMPINES,0,127.0,66
101097,TAMPINES,0,127.0,66
101098,TAMPINES,2,127.0,66
101099,TAMPINES,1,121.0,72
101100,TAMPINES,0,125.0,72
101101,TAMPINES,1,128.0,72
101102,TAMPINES,0,128.0,72
101103,TAMPINES,1,124.0,72
101104,TAMPINES,0,122.0,65
101105,TAMPINES,1,127.0,71
101106,TAMPINES,0,124.0,71
101107,TAMPINES,1,124.0,71
101108,TAMPINES,0,126.0,71
101109,TAMPINES,0,127.0,71
101110,TAMPINES,1,120.0,71
101111,TAMPINES,0,137.0,71
101112,TAMPINES,1,122.0,71
101113,TAMPINES,1,128.0,71
101114,TAMPINES,0,124.0,71
101115,TAMPINES,1,123.0,70
101116,TAMPINES,1,113.0,93
101117,TAMPINES,1,113.0,93
101118,TAMPINES,2,109.0,87
101119,TAMPINES,1,113.0,93
101120,TAMPINES,1,109.0,87
101121,TAMPINES,0,113.0,93
101122,TAMPINES,1,109.0,87
101123,TAMPINES,1,113.0,93
101124,TAMPINES,1,113.0,93
101125,TAMPINES,1,113.0,93
101126,TAMPINES,0,113.0,93
101127,TAMPINES,1,113.0,93
101128,TAMPINES,2,113.0,93
101129,TAMPINES,2,113.0,86
101130,TAMPINES,1,113.0,93
101131,TAMPINES,2,113.0,93
101132,TAMPINES,0,113.0,93
101133,TAMPINES,0,109.0,86
101134,TAMPINES,1,109.0,86
101135,TAMPINES,1,108.0,86
101136,TAMPINES,2,113.0,93
101137,TAMPINES,0,113.0,93
101138,TAMPINES,1,108.0,86
101139,TAMPINES,2,110.0,86
101140,TAMPINES,0,108.0,86
101141,TAMPINES,0,113.0,93
101142,TAMPINES,2,109.0,86
101143,TAMPINES,2,113.0,93
101144,TAMPINES,1,109.0,86
101145,TAMPINES,2,110.0,86
101146,TAMPINES,0,113.0,93
101147,TAMPINES,1,113.0,93
101148,TAMPINES,1,114.0,86
101149,TAMPINES,2,113.0,86
101150,TAMPINES,0,108.0,86
101151,TAMPINES,0,107.0,86
101152,TAMPINES,1,113.0,93
101153,TAMPINES,0,113.0,93
101154,TAMPINES,0,114.0,86
101155,TAMPINES,2,109.0,86
101156,TAMPINES,0,113.0,86
101157,TAMPINES,2,113.0,93
101158,TAMPINES,0,110.0,86
101159,TAMPINES,2,108.0,86
101160,TAMPINES,1,113.0,86
101161,TAMPINES,1,108.0,86
101162,TAMPINES,2,109.0,86
101163,TAMPINES,1,113.0,93
101164,TAMPINES,2,109.0,92
101165,TAMPINES,1,108.0,92
101166,TAMPINES,1,108.0,92
101167,TAMPINES,1,108.0,92
101168,TAMPINES,1,108.0,92
101169,TAMPINES,2,108.0,92
101170,TAMPINES,0,133.0,60
101171,TAMPINES,1,132.0,63
101172,TAMPINES,1,133.0,63
101173,TAMPINES,1,133.0,62
101174,TAMPINES,1,133.0,62
101175,TAMPINES,1,133.0,62
101176,TAMPINES,0,133.0,62
101177,TAMPINES,0,133.0,62
101178,TAMPINES,0,121.0,63
101179,TAMPINES,1,133.0,62
101180,TAMPINES,0,133.0,62
101181,TAMPINES,1,133.0,62
101182,TAMPINES,0,121.0,62
101183,TAMPINES,0,121.0,62
101184,TAMPINES,1,121.0,63
101185,TAMPINES,0,121.0,62
101186,TAMPINES,1,133.0,62
101187,TAMPINES,0,121.0,62
101188,TAMPINES,0,121.0,62
101189,TAMPINES,0,133.0,62
101190,TAMPINES,1,121.0,63
101191,TAMPINES,1,132.0,63
101192,TAMPINES,1,121.0,62
101193,TAMPINES,1,133.0,62
101194,TAMPINES,1,133.0,62
101195,TAMPINES,1,121.0,62
101196,TAMPINES,1,126.0,62
101197,TAMPINES,1,123.0,63
101198,TAMPINES,1,121.0,62
101199,TAMPINES,1,121.0,63
101200,TAMPINES,0,121.0,62
101201,TAMPINES,1,121.0,62
101202,TAMPINES,0,121.0,63
101203,TAMPINES,0,127.0,71
101204,TAMPINES,1,124.0,71
101205,TAMPINES,0,129.0,71
101206,TAMPINES,1,125.0,71
101207,TAMPINES,0,125.0,71
101208,TAMPINES,0,125.0,71
101209,TAMPINES,1,125.0,71
101210,TAMPINES,1,123.0,71
101211,TAMPINES,1,126.0,71
101212,TAMPINES,0,122.0,71
101213,TAMPINES,1,125.0,71
101214,TAMPINES,1,125.0,71
101215,TAMPINES,0,124.0,71
101216,TAMPINES,0,137.0,71
101217,TAMPINES,1,126.0,71
101218,TAMPINES,1,128.0,73
101219,TAMPINES,1,124.0,74
101220,TAMPINES,0,128.0,73
101221,TAMPINES,0,121.0,74
101222,TAMPINES,0,127.0,73
101223,TAMPINES,1,135.0,73
101224,TAMPINES,1,135.0,73
101225,TAMPINES,0,122.0,74
101226,TAMPINES,0,137.0,73
101227,TAMPINES,1,127.0,73
101228,TAMPINES,1,125.0,73
101229,TAMPINES,0,134.0,73
101230,TAMPINES,1,125.0,73
101231,TAMPINES,1,119.0,75
101232,TAMPINES,1,121.0,75
101233,TAMPINES,0,127.0,74
101234,TAMPINES,0,120.0,74
101235,TAMPINES,1,128.0,73
101236,TAMPINES,0,136.0,73
101237,TAMPINES,0,138.0,63
101238,TAMPINES,1,122.0,64
101239,TAMPINES,1,122.0,63
101240,TAMPINES,0,123.0,63
101241,TAMPINES,0,141.0,63
101242,TAMPINES,0,123.0,63
101243,TAMPINES,1,142.0,63
101244,TAMPINES,1,123.0,63
101245,TAMPINES,1,122.0,63
101246,TAMPINES,1,123.0,63
101247,TAMPINES,1,123.0,63
101248,TAMPINES,1,124.0,74
101249,TAMPINES,0,122.0,66
101250,TAMPINES,0,121.0,74
101251,TAMPINES,0,121.0,74
101252,TAMPINES,1,122.0,65
101253,TAMPINES,0,122.0,74
101254,TAMPINES,1,124.0,74
101255,TAMPINES,1,122.0,63
101256,TAMPINES,0,121.0,71
101257,TAMPINES,2,124.0,71
101258,TAMPINES,0,132.0,71
101259,TAMPINES,0,132.0,71
101260,TAMPINES,0,132.0,71
101261,TAMPINES,1,122.0,64
101262,TAMPINES,1,122.0,64
101263,TAMPINES,1,124.0,74
101264,TAMPINES,0,131.0,74
101265,TAMPINES,1,124.0,71
101266,TAMPINES,1,126.0,71
101267,TAMPINES,1,124.0,71
101268,TAMPINES,0,122.0,71
101269,TAMPINES,0,128.0,71
101270,TAMPINES,1,124.0,75
101271,TAMPINES,1,131.0,74
101272,TAMPINES,0,127.0,71
101273,TAMPINES,1,122.0,71
101274,TAMPINES,0,121.0,67
101275,TAMPINES,1,131.0,74
101276,TAMPINES,0,122.0,71
101277,TAMPINES,1,124.0,71
101278,TAMPINES,0,130.0,74
101279,TAMPINES,1,122.0,74
101280,TAMPINES,0,131.0,74
101281,TAMPINES,1,120.0,71
101282,TAMPINES,1,122.0,71
101283,TAMPINES,1,123.0,71
101284,TAMPINES,0,124.0,71
101285,TAMPINES,1,121.0,67
101286,TAMPINES,1,122.0,71
101287,TAMPINES,1,126.0,71
101288,TAMPINES,0,127.0,71
101289,TAMPINES,0,121.0,66
101290,TAMPINES,1,120.0,75
101291,TAMPINES,1,119.0,75
101292,TAMPINES,0,120.0,75
101293,TAMPINES,0,119.0,75
101294,TAMPINES,2,120.0,75
101295,TAMPINES,1,119.0,75
101296,TAMPINES,0,119.0,75
101297,TAMPINES,1,119.0,75
101298,TAMPINES,1,119.0,75
101299,TAMPINES,1,120.0,75
101300,TAMPINES,1,119.0,75
101301,TAMPINES,2,120.0,75
101302,TAMPINES,1,119.0,75
101303,TAMPINES,2,120.0,75
